period,Agriculture,Food,Oils & Meals,Grains,Other Food,Fertilizers
2014-03-01,108.071574429058,113.82532333004,119.278452724128,115.634767638886,105.013405783242,102.598597952581
2014-04-01,107.312132218023,112.314229325408,116.437018988423,114.184653767922,105.197303767934,94.9083790764164
2014-05-01,106.87794829762,112.051829982764,114.260702569929,113.771823091687,107.589005704691,96.031122354433
2014-06-01,104.655555582495,108.999965888748,110.507163041127,107.351331619863,108.509358530054,99.498795057566
2014-07-01,102.608297907328,105.682816002413,104.666996418073,101.120409933413,111.148862185155,100.483951110024
2014-08-01,100.940314378072,103.800981546594,100.81422901463,98.7721018209751,112.28220293577,101.43514409269
2014-09-01,97.809415370511,100.266799554719,95.6046272690515,92.4901605478834,113.43931500121,102.786833977499
2014-10-01,97.3063178961112,99.5443752783092,94.8368999550109,92.6155160556779,112.009127468648,103.52714580171
2014-11-01,97.1503036691527,101.215057326061,97.5502604730964,96.9671288502636,109.881436035932,103.34969326874
2014-12-01,95.7120402303073,99.6871321218562,95.6191660469704,98.4262530651947,106.180205059049,101.781040620117
2015-01-01,93.6705031816517,97.148973886306,92.5444192331213,95.3761585943894,104.811356454681,101.362189398634
2015-02-01,91.9894735642013,94.2858089076375,90.1015048603906,93.802472216632,100.228146823066,101.699052656023
2015-03-01,89.801295695406,92.4303375025726,87.8164049710448,92.6177664260396,98.3307521729682,100.884309690385
2015-04-01,89.4543290706976,91.4667852638034,85.4600391339052,90.6957935226646,100.067087815659,95.1583202481756
2015-05-01,89.2782776728294,89.6746233174632,85.4198263032089,87.3521975957878,97.3743437711549,95.4072527346002
2015-06-01,89.0842107024413,88.8972250528188,85.9951112953622,86.3310119489516,95.0380255733803,100.1885932898
2015-07-01,89.4224634231551,89.9197202727788,86.7955605331606,88.8549658392589,94.9936053923757,99.8091767045939
2015-08-01,85.6077060762546,84.6784351681315,80.8594219247897,81.6417694647984,92.4513316136505,98.4351887200628
2015-09-01,83.856331355486,82.8904516348038,79.3893330961234,80.5087870681399,89.6522564531853,99.6065203001258
2015-10-01,84.7638778489512,84.2385999366009,81.3838415480104,82.959275799031,89.1522787847639,95.4687723802971
2015-11-01,83.7033121269219,82.9060399298467,78.2956220685016,82.0300189656988,89.7644071403236,96.5574879529958
2015-12-01,83.6579707414109,83.0293178543374,78.2676798153639,82.6059232157929,89.6769370376502,96.2479850887255
2016-01-01,82.3008645370556,83.1109669193392,77.9856819215493,82.7696845479823,90.1626745889281,90.3173094175501
2016-02-01,82.5336771688461,83.8159879949774,79.8438554392131,82.607248789661,90.1357887360946,80.3004880383424
2016-03-01,84.4130508403838,85.8493852963294,81.7091512432969,82.9022313876676,93.9638569667471,81.9974417738409
2016-04-01,86.894977986498,88.4647416075738,86.9673941314849,84.3143492361394,94.1913511505792,81.3630972654559
2016-05-01,89.6228246803548,92.4680459394257,92.4018086403841,85.9042990614853,98.4963304946844,81.0869650850534
2016-06-01,92.5713066338206,96.8334029204587,96.6571762210885,88.8346187646167,104.305305859596,72.5410387882368
2016-07-01,90.3472437760224,93.3172905171799,92.0438846155102,82.4775395070823,104.804123702575,76.654630313685
2016-08-01,89.1453147442312,91.5497949416573,91.8529615906022,77.7010437704397,103.686079343154,72.6947567364571
2016-09-01,88.6102074406232,90.5359621256304,90.3438415231742,75.433376047358,104.458746277017,73.0512586877587
2016-10-01,87.3929451730926,89.3546732790173,88.3731916119829,75.5280584508975,103.160997553254,72.9663904748691
2016-11-01,87.8752158914864,89.9212661037452,88.9100808786694,75.0562623693952,104.706560818276,74.5104395420476
2016-12-01,87.6556163384438,90.2865134141204,92.187531972371,74.6958119233552,101.897390105173,75.0291525343376
2017-01-01,89.4665849582414,92.1319827376467,93.106999158277,77.8856321835609,103.7442702826,76.7933070168653
2017-02-01,89.2755037613898,91.7378567777095,90.8047090954202,78.1062378781013,105.30409351626,76.753583796174
2017-03-01,87.6787365344976,90.4066449662366,87.7467091562109,77.3962579057902,105.68233002245,76.447869763552
2017-04-01,86.8102202449673,89.4247442630518,86.0047384943011,78.7983269414574,103.542534851424,73.741388256742
2017-05-01,88.1499871683177,91.8185306779642,87.2088382657866,83.4205994618062,105.484363462125,68.5055985244867
2017-06-01,87.1149390473029,91.520723598747,85.311117722856,86.5981942909168,104.14565110617,70.2587160416059
2017-07-01,87.4995281673499,91.6761202029931,86.7602947086694,85.4271560767869,103.799573073707,68.9156061410605
2017-08-01,85.5525747598376,88.501532608401,85.9330356412647,78.490741847249,100.941851412507,70.7484884515436
2017-09-01,86.1012459633324,89.2127223890625,87.6351289225123,79.6119109463052,99.9783230732136,74.0760171977802
2017-10-01,85.3010852803577,88.6024856563106,87.7937915072957,79.0782484763139,98.2872156819027,78.0869434121734
2017-11-01,85.5816622872068,89.1912239248,87.2234806247077,80.3272079371783,99.8031968768598,82.675083951837
2017-12-01,84.8494633487918,88.2004864857084,85.3160052987176,81.4023164354508,98.1486246509589,74.0994083362186
2018-01-01,87.030097859851,90.6371386690503,87.0105705167065,86.0877076072234,99.5261274831292,75.4533507922824
2018-02-01,88.6693948273597,92.9179838475884,90.9101641322488,86.862448063897,101.040599111124,77.6960816343106
2018-03-01,90.0423751115807,93.9957160027723,92.7363395710174,89.112536214523,100.072531025386,78.2752110409024
2018-04-01,91.6634710355063,96.0935168784394,94.1276686773274,93.6501782106935,100.8913522355,78.5918444876957
2018-05-01,91.8468087846617,96.78577136753,92.2443304743741,94.4146759358911,104.90665212783,77.3963629596033
2018-06-01,88.9360588919009,93.3761537034366,86.491996892321,90.4768237887596,105.057227870995,78.0304507588384
2018-07-01,86.350949361902,89.9737101506451,83.1495751323821,86.6705312137729,101.941361918455,82.6354824151365
2018-08-01,84.8389349398371,88.7059537100676,81.6111582232678,90.4015800144155,96.5050410343045,84.5656108243111
2018-09-01,82.6475130217991,85.6236348020804,79.2659119937369,85.8049639349288,93.8236918578554,86.6972473623904
2018-10-01,83.3857932229771,86.3732482923587,79.2864946217618,87.3742120676481,94.7905262085684,88.1518003891444
2018-11-01,82.2341958512324,84.8096825234362,76.6442722282686,85.8547225599151,94.606139932888,93.1175362730282
2018-12-01,82.634512915538,86.0756186528853,76.6047878077089,88.3947627033926,96.4362314120688,89.4281453177559
2019-01-01,83.5024537057857,86.965693159107,78.4395881773359,88.446089648967,96.8426178281241,86.8190844444662
2019-02-01,83.7572167216458,87.4456492564195,78.5092252817898,89.9708690260214,96.9166707653755,84.8397441476015
2019-03-01,83.0040967396456,86.195421397792,75.9911341620424,87.6283938134394,98.3230793586843,84.2784796610428
2019-04-01,83.0836854420083,85.966817481062,75.5238039333305,86.7134503928135,99.0297793223745,84.7061472731819
2019-05-01,82.2442128670996,84.9914055208842,73.6109492537491,88.8759204278859,96.4474235915175,84.4224209239325
2019-06-01,84.4902094764589,88.0620590149213,75.7469592453694,95.5741055799793,97.4642467023236,83.7840366381213
2019-07-01,83.2559214168896,86.857651712586,75.3691329160606,92.962834103028,96.4458100491343,82.705190209039
2019-08-01,80.7708504938289,84.6903037645316,76.3068338628672,86.1162168495184,94.4288938679547,81.7454226209
2019-09-01,80.7696658946623,84.2103188336336,75.9547272744687,85.0215604184468,94.3370397486996,77.8396496181741
2019-10-01,82.2792320373503,86.301443259313,77.6178527516461,88.129475476487,96.0708942822251,77.7323158926362
2019-11-01,85.3070557096602,89.9060482995156,80.8962908090443,88.1803214394004,103.321270369476,75.0427128728266
2019-12-01,87.2640422212072,92.1667107136428,85.5646471896601,89.8677501320873,102.933243115632,72.6279055744994
2020-01-01,88.3146928672361,93.8705082362842,87.8808743132057,93.6377007046166,101.961163276915,70.8394327975559
2020-02-01,85.8402503847661,90.5127543134671,83.1476268299461,91.8628446954892,98.9802491072353,71.0339305499236
2020-03-01,83.0735932840649,88.030629780728,80.8441090961952,92.4917273491552,93.4472376090882,73.3318086189706
2020-04-01,81.3377729244181,85.6244786771404,77.784175698085,94.5267548531051,87.8812880908959,73.7047744565066
2020-05-01,81.364196826661,85.43117587786,75.1709521908377,88.2301702755816,96.3959754751674,67.4411309330422
2020-06-01,83.3591777688889,88.3175764199993,80.1348995154359,88.9142128527131,98.5426199993752,66.803293095636
2020-07-01,84.2981926370431,89.2019980572604,83.7540859886624,90.126756380881,95.532201689248,69.8376223485301
2020-08-01,87.1260423507013,91.167608181539,88.2371994905833,91.0628082151444,95.1176974026719,75.9590384974229
2020-09-01,89.8500802534771,95.1574856297098,94.4067755635842,97.6531383065548,93.8861880765071,76.8569766216626
2020-10-01,92.0223178814786,98.8043915540878,100.956688034369,102.759761730466,92.3926579715855,76.5946939595584
2020-11-01,95.615582902092,103.999435291009,110.128678638417,104.797393427167,95.213567553506,77.1367256878105
2020-12-01,98.0970342197565,107.341496609999,114.99752638071,108.114689976882,96.5694125038771,78.8300765684866
2021-01-01,103.121123320496,115.023625465943,123.163250032179,119.953912359652,99.8525539201013,82.9583385926785
2021-02-01,104.571485384125,116.634898899774,123.587782557998,123.177522720728,101.56569854605,100.068127098422
2021-03-01,103.686965823271,115.310383898823,122.478842995979,119.44003238595,102.141666371091,104.16787797429
2021-04-01,106.207259678921,119.840354188035,125.026938483771,123.652564365548,109.566308301863,101.556392802701
2021-05-01,111.961109636955,127.643715503646,133.561258972457,133.677570350487,114.397112910451,106.070973389351
2021-06-01,109.237551099922,123.379536510063,125.669093151658,127.995746383542,116.189068398292,119.767797833815
2021-07-01,108.390573283423,122.277632445117,126.110242266712,122.741873834778,116.815265595507,126.956660526003
2021-08-01,109.446810202219,122.915185501245,127.195639483238,120.729685556701,119.262037563806,130.749240110826
2021-09-01,109.197951159604,121.813997704442,126.290487761698,118.273007982719,119.12986063898,129.487399670479
2021-10-01,111.558410984274,124.057823237925,131.384212966246,121.174739410064,117.028873085972,171.532966767799
2021-11-01,113.14543829936,125.938088998271,131.384186952778,125.931594482179,118.779110048088,204.5106148309
2021-12-01,113.906440230124,127.310585103926,129.401782585853,129.148553737682,122.895788602327,208.005599771972
2022-01-01,118.685861906991,133.823363366197,141.262126696261,133.228158776788,124.575712492848,200.605145910915
2022-02-01,124.009683252721,141.357433669158,154.865716736717,138.63972328541,126.045930645641,196.862125608959
2022-03-01,132.743080216875,157.351009431176,172.755002283537,158.689030569433,135.874495336495,232.533194329024
2022-04-01,134.402731122253,158.873867775621,167.758802401185,164.603129692051,141.999081988133,254.974649819802
